"","name","Rank","year","value","lastYear"
"1263","Niue",14,1996,10.15,10.15
"1264","Paraguay",14,1996,11.05,11.05
"1265","Zambia",16,1996,3.18,3.18
"1266","United Kingdom of Great Britain and Northern Ireland",17,1996,9.75,9.75
"1267","Nigeria",18,1996,9.35,9.35
"1268","South Africa",18,1996,10.76,10.76
"1269","Haiti",19,1996,6.15,6.15
"1270","Sao Tome and Principe",19,1996,5.35,5.35
"1271","Burundi",20,1996,8.28,8.28
"1272","Eswatini",20,1996,5.68,5.68
"1273","Netherlands",20,1996,9.8,9.8
"1274","Dominica",21,1996,7.42,7.42
"1275","Grenada",21,1996,7.8,7.8
"1276","Canada",22,1996,7.4,7.4
"1277","Saint Kitts and Nevis",24,1996,5.86,5.86
"1278","Serbia",24,1996,0,0
"1279","Guyana",25,1996,8.55,8.55
"1280","Peru",25,1996,4.72,4.72
"1281","Austria",1,1995,13.4,13.4
"1282","Croatia",1,1995,10.91,10.91
"1283","Estonia",1,1995,8.27,8.27
"1284","France",1,1995,14.12,14.12
"1285","Hungary",1,1995,12.56,12.56
"1286","Ireland",1,1995,12.86,12.86
"1287","Portugal",1,1995,13.59,13.59
"1288","Republic of Moldova",1,1995,15.82,15.82
"1289","Slovenia",1,1995,13.94,13.94
"1290","Belarus",2,1995,9.35,9.35
"1291","Cook Islands",2,1995,2.08,2.08
"1292","Czechia",2,1995,13.74,13.74
"1293","Italy",2,1995,9.62,9.62
"1294","Lithuania",2,1995,6.09,6.09
"1295","Luxembourg",2,1995,13.61,13.61
"1296","Spain",2,1995,11.09,11.09
"1297","United States of America",2,1995,8.14,8.14
"1298","Belgium",3,1995,11.04,11.04
"1299","Saint Lucia",3,1995,11.8,11.8
"1300","Argentina",4,1995,10.13,10.13
"1301","Bahamas",4,1995,10.93,10.93
"1302","Germany",4,1995,13.35,13.35
"1303","Bulgaria",5,1995,9.51,9.51
"1304","Romania",5,1995,8.2,8.2
"1305","Gabon",6,1995,9.35,9.35
"1306","Republic of Korea",6,1995,7.94,7.94
"1307","Slovakia",6,1995,12.55,12.55
"1308","Switzerland",6,1995,11.45,11.45
"1309","Bosnia and Herzegovina",7,1995,8.47,8.47
"1310","Cyprus",7,1995,9.47,9.47
"1311","Rwanda",7,1995,9.8,9.8
"1312","Seychelles",7,1995,4.79,4.79
"1313","Latvia",8,1995,9.08,9.08
"1314","Uganda",8,1995,8.29,8.29
"1315","Chile",9,1995,8.34,8.34
"1316","Russian Federation",10,1995,11.22,11.22
"1317","Andorra",11,1995,0,0
"1318","Australia",11,1995,9.69,9.69
"1319","Equatorial Guinea",11,1995,3.57,3.57
"1320","Poland",11,1995,8.01,8.01
"1321","Denmark",12,1995,12.16,12.16
"1322","Uruguay",12,1995,8.15,8.15
"1323","New Zealand",13,1995,10.15,10.15
"1324","United Arab Emirates",13,1995,3.32,3.32
"1325","Greece",14,1995,10.09,10.09
"1326","Kazakhstan",14,1995,4.91,4.91
"1327","Niue",14,1995,9.92,9.92
"1328","Paraguay",14,1995,11.55,11.55
"1329","Zambia",16,1995,3.3,3.3
"1330","United Kingdom of Great Britain and Northern Ireland",17,1995,9.7,9.7
"1331","Nigeria",18,1995,8.77,8.77
"1332","South Africa",18,1995,8.96,8.96
"1333","Haiti",19,1995,5.42,5.42
"1334","Sao Tome and Principe",19,1995,4.57,4.57
"1335","Burundi",20,1995,8.57,8.57
"1336","Eswatini",20,1995,6.33,6.33
"1337","Netherlands",20,1995,9.8,9.8
"1338","Dominica",21,1995,10.41,10.41
"1339","Grenada",21,1995,6.75,6.75
"1340","Canada",22,1995,7.3,7.3
"1341","Saint Kitts and Nevis",24,1995,6.32,6.32
"1342","Serbia",24,1995,0,0
"1343","Guyana",25,1995,8.54,8.54
"1344","Peru",25,1995,5.23,5.23
"1345","Austria",1,1994,12.5,12.5
"1346","Croatia",1,1994,11.61,11.61
"1347","Estonia",1,1994,8.18,8.18
"1348","France",1,1994,14.11,14.11
"1349","Hungary",1,1994,13.71,13.71
"1350","Ireland",1,1994,12.67,12.67
"1351","Portugal",1,1994,14.05,14.05
"1352","Republic of Moldova",1,1994,16.31,16.31
"1353","Slovenia",1,1994,14.8,14.8
"1354","Belarus",2,1994,9.86,9.86
"1355","Cook Islands",2,1994,2.61,2.61
"1356","Czechia",2,1994,13.83,13.83
"1357","Italy",2,1994,10.12,10.12
"1358","Lithuania",2,1994,3.62,3.62
"1359","Luxembourg",2,1994,13.61,13.61
"1360","Spain",2,1994,11.36,11.36
"1361","United States of America",2,1994,8.25,8.25
"1362","Belgium",3,1994,11.12,11.12
"1363","Saint Lucia",3,1994,11.34,11.34
"1364","Argentina",4,1994,10.94,10.94
"1365","Bahamas",4,1994,12.95,12.95
"1366","Germany",4,1994,13.37,13.37
"1367","Bulgaria",5,1994,9.7,9.7
"1368","Romania",5,1994,7.84,7.84
"1369","Gabon",6,1994,7.26,7.26
"1370","Republic of Korea",6,1994,8.14,8.14
"1371","Slovakia",6,1994,13.02,13.02
"1372","Switzerland",6,1994,11.79,11.79
"1373","Bosnia and Herzegovina",7,1994,8.19,8.19
"1374","Cyprus",7,1994,9.53,9.53
"1375","Rwanda",7,1994,7.86,7.86
"1376","Seychelles",7,1994,4.53,4.53
"1377","Latvia",8,1994,9.59,9.59
"1378","Uganda",8,1994,7.96,7.96
"1379","Chile",9,1994,7.73,7.73
"1380","Russian Federation",10,1994,8.66,8.66
"1381","Andorra",11,1994,0,0
"1382","Australia",11,1994,9.89,9.89
"1383","Equatorial Guinea",11,1994,1.68,1.68
"1384","Poland",11,1994,8.31,8.31
"1385","Denmark",12,1994,12.14,12.14
"1386","Uruguay",12,1994,7.9,7.9
"1387","New Zealand",13,1994,10.33,10.33
"1388","United Arab Emirates",13,1994,3.53,3.53
"1389","Greece",14,1994,10.43,10.43
"1390","Kazakhstan",14,1994,8.78,8.78
"1391","Niue",14,1994,7.5,7.5
"1392","Paraguay",14,1994,9.99,9.99
"1393","Zambia",16,1994,3.13,3.13
"1394","United Kingdom of Great Britain and Northern Ireland",17,1994,9.41,9.41
"1395","Nigeria",18,1994,8.91,8.91
"1396","South Africa",18,1994,9.22,9.22
"1397","Haiti",19,1994,4.6,4.6
"1398","Sao Tome and Principe",19,1994,4.37,4.37
"1399","Burundi",20,1994,9.47,9.47
"1400","Eswatini",20,1994,5.69,5.69
"1401","Netherlands",20,1994,9.68,9.68
"1402","Dominica",21,1994,8.45,8.45
"1403","Grenada",21,1994,7.72,7.72
"1404","Canada",22,1994,7.5,7.5
"1405","Saint Kitts and Nevis",24,1994,4.37,4.37
"1406","Serbia",24,1994,0,0
"1407","Guyana",25,1994,8.86,8.86
"1408","Peru",25,1994,5.28,5.28
"1409","Austria",1,1993,13.5,13.5
"1410","Croatia",1,1993,11.26,11.26
"1411","Estonia",1,1993,8.1,8.1
"1412","France",1,1993,14.24,14.24
"1413","Hungary",1,1993,14.16,14.16
"1414","Ireland",1,1993,12.34,12.34
"1415","Portugal",1,1993,14.17,14.17
"1416","Republic of Moldova",1,1993,11.6,11.6
"1417","Slovenia",1,1993,15.66,15.66
"1418","Belarus",2,1993,10.23,10.23
"1419","Cook Islands",2,1993,2.29,2.29
"1420","Czechia",2,1993,13.72,13.72
"1421","Italy",2,1993,10.27,10.27
"1422","Lithuania",2,1993,3.88,3.88
"1423","Luxembourg",2,1993,13.74,13.74
"1424","Spain",2,1993,11.67,11.67
"1425","United States of America",2,1993,8.4,8.4
"1426","Belgium",3,1993,11.66,11.66
"1427","Saint Lucia",3,1993,13.21,13.21
"1428","Argentina",4,1993,11.56,11.56
"1429","Bahamas",4,1993,12.8,12.8
"1430","Germany",4,1993,13.5,13.5
"1431","Bulgaria",5,1993,9.86,9.86
"1432","Romania",5,1993,9.01,9.01
"1433","Gabon",6,1993,8.39,8.39
"1434","Republic of Korea",6,1993,7.82,7.82
"1435","Slovakia",6,1993,12.04,12.04
"1436","Switzerland",6,1993,12.33,12.33
"1437","Bosnia and Herzegovina",7,1993,8.55,8.55
"1438","Cyprus",7,1993,9.41,9.41
"1439","Rwanda",7,1993,10.16,10.16
"1440","Seychelles",7,1993,4.74,4.74
"1441","Latvia",8,1993,7.95,7.95
"1442","Uganda",8,1993,7.78,7.78
"1443","Chile",9,1993,7.67,7.67
"1444","Russian Federation",10,1993,8.36,8.36
"1445","Andorra",11,1993,0,0
"1446","Australia",11,1993,9.63,9.63
"1447","Equatorial Guinea",11,1993,5.84,5.84
"1448","Poland",11,1993,8.39,8.39
"1449","Denmark",12,1993,11.89,11.89
"1450","Uruguay",12,1993,7.49,7.49
"1451","New Zealand",13,1993,10.43,10.43
"1452","United Arab Emirates",13,1993,3.68,3.68
"1453","Greece",14,1993,10.67,10.67
"1454","Kazakhstan",14,1993,10.43,10.43
"1455","Niue",14,1993,5.9,5.9
"1456","Paraguay",14,1993,9.85,9.85
"1457","Zambia",16,1993,3.11,3.11
"1458","United Kingdom of Great Britain and Northern Ireland",17,1993,9.45,9.45
"1459","Nigeria",18,1993,8.97,8.97
"1460","South Africa",18,1993,8.82,8.82
"1461","Haiti",19,1993,4.72,4.72
"1462","Sao Tome and Principe",19,1993,5.3,5.3
"1463","Burundi",20,1993,10.31,10.31
"1464","Eswatini",20,1993,6.57,6.57
"1465","Netherlands",20,1993,9.67,9.67
"1466","Dominica",21,1993,10.33,10.33
"1467","Grenada",21,1993,7.31,7.31
"1468","Canada",22,1993,7.5,7.5
"1469","Saint Kitts and Nevis",24,1993,4.62,4.62
"1470","Serbia",24,1993,0,0
"1471","Guyana",25,1993,9.39,9.39
"1472","Peru",25,1993,5.03,5.03
"1473","Austria",1,1992,13.6,13.6
"1474","Croatia",1,1992,11.47,11.47
"1475","Estonia",1,1992,7.84,7.84
"1476","France",1,1992,14.72,14.72
"1477","Hungary",1,1992,14.82,14.82
"1478","Ireland",1,1992,12.51,12.51
"1479","Portugal",1,1992,14.36,14.36
"1480","Republic of Moldova",1,1992,10.06,10.06
"1481","Slovenia",1,1992,15.7,15.7
"1482","Belarus",2,1992,8.7,8.7
"1483","Cook Islands",2,1992,3.73,3.73
"1484","Czechia",2,1992,14.39,14.39
"1485","Italy",2,1992,10.55,10.55
"1486","Lithuania",2,1992,3.97,3.97
"1487","Luxembourg",2,1992,14.18,14.18
"1488","Spain",2,1992,12.19,12.19
"1489","United States of America",2,1992,8.71,8.71
"1490","Belgium",3,1992,11.65,11.65
"1491","Saint Lucia",3,1992,12.85,12.85
"1492","Argentina",4,1992,12.09,12.09
"1493","Bahamas",4,1992,13.2,13.2
"1494","Germany",4,1992,13.84,13.84
"1495","Bulgaria",5,1992,10.15,10.15
"1496","Romania",5,1992,8.81,8.81
"1497","Gabon",6,1992,8.75,8.75
"1498","Republic of Korea",6,1992,8.13,8.13
"1499","Slovakia",6,1992,12.63,12.63
"1500","Switzerland",6,1992,12.33,12.33
"1501","Bosnia and Herzegovina",7,1992,10.03,10.03
"1502","Cyprus",7,1992,10.38,10.38
"1503","Rwanda",7,1992,14.06,14.06
"1504","Seychelles",7,1992,4.47,4.47
"1505","Latvia",8,1992,6.88,6.88
"1506","Uganda",8,1992,7.73,7.73
"1507","Chile",9,1992,7.82,7.82
"1508","Russian Federation",10,1992,7.07,7.07
"1509","Andorra",11,1992,0,0
"1510","Australia",11,1992,10.32,10.32
"1511","Equatorial Guinea",11,1992,4.09,4.09
"1512","Poland",11,1992,8.27,8.27
"1513","Denmark",12,1992,11.94,11.94
"1514","Uruguay",12,1992,7.24,7.24
"1515","New Zealand",13,1992,10.52,10.52
"1516","United Arab Emirates",13,1992,3.95,3.95
"1517","Greece",14,1992,9.99,9.99
"1518","Kazakhstan",14,1992,10.96,10.96
"1519","Niue",14,1992,7.54,7.54
"1520","Paraguay",14,1992,9.12,9.12
"1521","Zambia",16,1992,2.71,2.71
"1522","United Kingdom of Great Britain and Northern Ireland",17,1992,9.65,9.65
"1523","Nigeria",18,1992,9.17,9.17
"1524","South Africa",18,1992,9.13,9.13
"1525","Haiti",19,1992,4.8,4.8
"1526","Sao Tome and Principe",19,1992,2.8,2.8
"1527","Burundi",20,1992,10.61,10.61
"1528","Eswatini",20,1992,4.87,4.87
"1529","Netherlands",20,1992,10.03,10.03
"1530","Dominica",21,1992,10.28,10.28
"1531","Grenada",21,1992,7.2,7.2
"1532","Canada",22,1992,8.02,8.02
"1533","Saint Kitts and Nevis",24,1992,4.03,4.03
"1534","Serbia",24,1992,0,0
"1535","Guyana",25,1992,9.3,9.3
"1536","Peru",25,1992,5.62,5.62
"1537","Austria",1,1991,14.1,14.1
"1538","Croatia",1,1991,13.69,13.69
"1539","Estonia",1,1991,9.13,9.13
"1540","France",1,1991,14.85,14.85
"1541","Hungary",1,1991,15.43,15.43
"1542","Ireland",1,1991,12.2,12.2
"1543","Portugal",1,1991,14.78,14.78
"1544","Republic of Moldova",1,1991,0,0
"1545","Slovenia",1,1991,13.18,13.18
"1546","Belarus",2,1991,8.87,8.87
"1547","Cook Islands",2,1991,3.23,3.23
"1548","Czechia",2,1991,13.74,13.74
"1549","Italy",2,1991,10.82,10.82
"1550","Lithuania",2,1991,8.03,8.03
"1551","Luxembourg",2,1991,14.26,14.26
"1552","Spain",2,1991,12.88,12.88
"1553","United States of America",2,1991,8.71,8.71
"1554","Belgium",3,1991,11.44,11.44
"1555","Saint Lucia",3,1991,12.18,12.18
"1556","Argentina",4,1991,12.32,12.32
"1557","Bahamas",4,1991,12.45,12.45
"1558","Germany",4,1991,13.92,13.92
"1559","Bulgaria",5,1991,9.47,9.47
"1560","Romania",5,1991,8.91,8.91
"1561","Gabon",6,1991,10.44,10.44
"1562","Republic of Korea",6,1991,8.24,8.24
"1563","Slovakia",6,1991,13.24,13.24
"1564","Switzerland",6,1991,12.9,12.9
"1565","Bosnia and Herzegovina",7,1991,13.79,13.79
"1566","Cyprus",7,1991,9.16,9.16
"1567","Rwanda",7,1991,12.07,12.07
"1568","Seychelles",7,1991,4.2,4.2
"1569","Latvia",8,1991,6.74,6.74
"1570","Uganda",8,1991,8.02,8.02
"1571","Chile",9,1991,7.99,7.99
"1572","Russian Federation",10,1991,8.05,8.05
"1573","Andorra",11,1991,0,0
"1574","Australia",11,1991,10.64,10.64
"1575","Equatorial Guinea",11,1991,3.99,3.99
"1576","Poland",11,1991,8.63,8.63
"1577","Denmark",12,1991,11.76,11.76
"1578","Uruguay",12,1991,7.27,7.27
"1579","New Zealand",13,1991,11.19,11.19
"1580","United Arab Emirates",13,1991,3.92,3.92
"1581","Greece",14,1991,10.18,10.18
"1582","Kazakhstan",14,1991,12.77,12.77
"1583","Niue",14,1991,6.34,6.34
"1584","Paraguay",14,1991,9.11,9.11
"1585","Zambia",16,1991,2.77,2.77
"1586","United Kingdom of Great Britain and Northern Ireland",17,1991,10.01,10.01
"1587","Nigeria",18,1991,9.37,9.37
"1588","South Africa",18,1991,9.02,9.02
"1589","Haiti",19,1991,5.53,5.53
"1590","Sao Tome and Principe",19,1991,3.71,3.71
"1591","Burundi",20,1991,10.42,10.42
"1592","Eswatini",20,1991,5.57,5.57
"1593","Netherlands",20,1991,10.03,10.03
"1594","Dominica",21,1991,11.61,11.61
"1595","Grenada",21,1991,6.75,6.75
"1596","Canada",22,1991,8.28,8.28
"1597","Saint Kitts and Nevis",24,1991,4.16,4.16
"1598","Serbia",24,1991,0,0
"1599","Guyana",25,1991,8.58,8.58
"1600","Peru",25,1991,5.26,5.26
"1601","Austria",1,1990,13.9,13.9
"1602","Croatia",1,1990,15.9,15.9
"1603","Estonia",1,1990,9.84,9.84
"1604","France",1,1990,15.73,15.73
"1605","Hungary",1,1990,16.15,16.15
"1606","Ireland",1,1990,12.13,12.13
"1607","Portugal",1,1990,15.21,15.21
"1608","Republic of Moldova",1,1990,0,0
"1609","Slovenia",1,1990,13.79,13.79
"1610","Belarus",2,1990,7.85,7.85
"1611","Cook Islands",2,1990,6.05,6.05
"1612","Czechia",2,1990,0,0
"1613","Italy",2,1990,10.99,10.99
"1614","Lithuania",2,1990,7.05,7.05
"1615","Luxembourg",2,1990,15.03,15.03
"1616","Spain",2,1990,12.98,12.98
"1617","United States of America",2,1990,9.24,9.24
"1618","Belgium",3,1990,12.18,12.18
"1619","Saint Lucia",3,1990,11.72,11.72
"1620","Argentina",4,1990,11.66,11.66
"1621","Bahamas",4,1990,12.53,12.53
"1622","Germany",4,1990,14.89,14.89
"1623","Bulgaria",5,1990,11.46,11.46
"1624","Romania",5,1990,8.92,8.92
"1625","Gabon",6,1990,9.48,9.48
"1626","Republic of Korea",6,1990,8.37,8.37
"1627","Slovakia",6,1990,0,0
"1628","Switzerland",6,1990,12.99,12.99
"1629","Bosnia and Herzegovina",7,1990,11.87,11.87
"1630","Cyprus",7,1990,9.46,9.46
"1631","Rwanda",7,1990,10.21,10.21
"1632","Seychelles",7,1990,3.97,3.97
"1633","Latvia",8,1990,6.72,6.72
"1634","Uganda",8,1990,8.03,8.03
"1635","Chile",9,1990,8.61,8.61
"1636","Russian Federation",10,1990,7.37,7.37
"1637","Andorra",11,1990,0,0
"1638","Australia",11,1990,11.01,11.01
"1639","Equatorial Guinea",11,1990,3.17,3.17
"1640","Poland",11,1990,8.16,8.16
"1641","Denmark",12,1990,11.85,11.85
"1642","Uruguay",12,1990,7.56,7.56
"1643","New Zealand",13,1990,11.31,11.31
"1644","United Arab Emirates",13,1990,4.05,4.05
"1645","Greece",14,1990,10.33,10.33
"1646","Kazakhstan",14,1990,11.9,11.9
"1647","Niue",14,1990,7.23,7.23
"1648","Paraguay",14,1990,7.55,7.55
"1649","Zambia",16,1990,2.91,2.91
"1650","United Kingdom of Great Britain and Northern Ireland",17,1990,9.96,9.96
"1651","Nigeria",18,1990,9.21,9.21
"1652","South Africa",18,1990,9.23,9.23
"1653","Haiti",19,1990,6.12,6.12
"1654","Sao Tome and Principe",19,1990,2.8,2.8
"1655","Burundi",20,1990,10.27,10.27
"1656","Eswatini",20,1990,5.14,5.14
"1657","Netherlands",20,1990,9.91,9.91
"1658","Dominica",21,1990,9.35,9.35
"1659","Grenada",21,1990,7.31,7.31
"1660","Canada",22,1990,8.77,8.77
"1661","Saint Kitts and Nevis",24,1990,5.03,5.03
"1662","Serbia",24,1990,0,0
"1663","Guyana",25,1990,8.08,8.08
"1664","Peru",25,1990,5.04,5.04
"1665","Austria",1,1989,13.9,13.9
"1666","Croatia",1,1989,10.92,10.92
"1667","Estonia",1,1989,0,0
"1668","France",1,1989,16.05,16.05
"1669","Hungary",1,1989,16.29,16.29
"1670","Ireland",1,1989,11.79,11.79
"1671","Portugal",1,1989,14.64,14.64
"1672","Republic of Moldova",1,1989,0,0
"1673","Slovenia",1,1989,12.96,12.96
"1674","Belarus",2,1989,7.98,7.98
"1675","Cook Islands",2,1989,0,0
"1676","Czechia",2,1989,13.01,13.01
"1677","Italy",2,1989,10.95,10.95
"1678","Lithuania",2,1989,8.14,8.14
"1679","Luxembourg",2,1989,15.21,15.21
"1680","Spain",2,1989,13.28,13.28
"1681","United States of America",2,1989,9.16,9.16
"1682","Belgium",3,1989,11.61,11.61
"1683","Saint Lucia",3,1989,11.62,11.62
"1684","Argentina",4,1989,10.82,10.82
"1685","Bahamas",4,1989,12.34,12.34
"1686","Germany",4,1989,14.64,14.64
"1687","Bulgaria",5,1989,11.43,11.43
"1688","Romania",5,1989,8.67,8.67
"1689","Gabon",6,1989,9.34,9.34
"1690","Republic of Korea",6,1989,9.61,9.61
"1691","Slovakia",6,1989,12.7,12.7
"1692","Switzerland",6,1989,13.86,13.86
"1693","Bosnia and Herzegovina",7,1989,0,0
"1694","Cyprus",7,1989,9.29,9.29
"1695","Rwanda",7,1989,7.55,7.55
"1696","Seychelles",7,1989,3.3,3.3
"1697","Latvia",8,1989,7.51,7.51
"1698","Uganda",8,1989,7.8,7.8
"1699","Chile",9,1989,8.65,8.65
"1700","Russian Federation",10,1989,5.35,5.35
"1701","Andorra",11,1989,0,0
"1702","Australia",11,1989,12.09,12.09
"1703","Equatorial Guinea",11,1989,6.49,6.49
"1704","Poland",11,1989,9.33,9.33
"1705","Denmark",12,1989,11.65,11.65
"1706","Uruguay",12,1989,7.44,7.44
"1707","New Zealand",13,1989,11.52,11.52
"1708","United Arab Emirates",13,1989,4.43,4.43
"1709","Greece",14,1989,10.15,10.15
"1710","Kazakhstan",14,1989,0,0
"1711","Niue",14,1989,0,0
"1712","Paraguay",14,1989,6.51,6.51
"1713","Zambia",16,1989,3.37,3.37
"1714","United Kingdom of Great Britain and Northern Ireland",17,1989,9.99,9.99
"1715","Nigeria",18,1989,6.74,6.74
"1716","South Africa",18,1989,9.21,9.21
"1717","Haiti",19,1989,5.8,5.8
"1718","Sao Tome and Principe",19,1989,2.58,2.58
"1719","Burundi",20,1989,8.16,8.16
"1720","Eswatini",20,1989,6.68,6.68
"1721","Netherlands",20,1989,10.03,10.03
"1722","Dominica",21,1989,0,0
"1723","Grenada",21,1989,0,0
"1724","Canada",22,1989,9.14,9.14
"1725","Saint Kitts and Nevis",24,1989,4.65,4.65
"1726","Serbia",24,1989,0,0
"1727","Guyana",25,1989,9.94,9.94
"1728","Peru",25,1989,4.99,4.99
"1729","Austria",1,1988,13.7,13.7
"1730","Croatia",1,1988,11.07,11.07
"1731","Estonia",1,1988,0,0
"1732","France",1,1988,15.86,15.86
"1733","Hungary",1,1988,15.34,15.34
"1734","Ireland",1,1988,11.39,11.39
"1735","Portugal",1,1988,12.92,12.92
"1736","Republic of Moldova",1,1988,0,0
"1737","Slovenia",1,1988,14.96,14.96
"1738","Belarus",2,1988,4.55,4.55
"1739","Cook Islands",2,1988,0,0
"1740","Czechia",2,1988,12.84,12.84
"1741","Italy",2,1988,11.41,11.41
"1742","Lithuania",2,1988,7.11,7.11
"1743","Luxembourg",2,1988,15.11,15.11
"1744","Spain",2,1988,13.52,13.52
"1745","United States of America",2,1988,9.39,9.39
"1746","Belgium",3,1988,12.52,12.52
"1747","Saint Lucia",3,1988,12.27,12.27
"1748","Argentina",4,1988,11.49,11.49
"1749","Bahamas",4,1988,12.17,12.17
"1750","Germany",4,1988,14.61,14.61
"1751","Bulgaria",5,1988,11.17,11.17
"1752","Romania",5,1988,10.4,10.4
"1753","Gabon",6,1988,12.28,12.28
"1754","Republic of Korea",6,1988,10.13,10.13
"1755","Slovakia",6,1988,12.77,12.77
"1756","Switzerland",6,1988,14.03,14.03
"1757","Bosnia and Herzegovina",7,1988,0,0
"1758","Cyprus",7,1988,9.61,9.61
"1759","Rwanda",7,1988,6.44,6.44
"1760","Seychelles",7,1988,3.26,3.26
"1761","Latvia",8,1988,6.27,6.27
"1762","Uganda",8,1988,7.77,7.77
"1763","Chile",9,1988,9.52,9.52
"1764","Russian Federation",10,1988,5.19,5.19
"1765","Andorra",11,1988,0,0
"1766","Australia",11,1988,12.39,12.39
"1767","Equatorial Guinea",11,1988,5.97,5.97
"1768","Poland",11,1988,9.52,9.52
"1769","Denmark",12,1988,11.9,11.9
"1770","Uruguay",12,1988,7.6,7.6
"1771","New Zealand",13,1988,11.28,11.28
"1772","United Arab Emirates",13,1988,4.86,4.86
"1773","Greece",14,1988,10.1,10.1
"1774","Kazakhstan",14,1988,0,0
"1775","Niue",14,1988,0,0
"1776","Paraguay",14,1988,6.83,6.83
"1777","Zambia",16,1988,3.49,3.49
"1778","United Kingdom of Great Britain and Northern Ireland",17,1988,9.94,9.94
"1779","Nigeria",18,1988,6.76,6.76
"1780","South Africa",18,1988,9.22,9.22
"1781","Haiti",19,1988,5.66,5.66
"1782","Sao Tome and Principe",19,1988,1.74,1.74
"1783","Burundi",20,1988,8.19,8.19
"1784","Eswatini",20,1988,4.4,4.4
"1785","Netherlands",20,1988,10.17,10.17
"1786","Dominica",21,1988,0,0
"1787","Grenada",21,1988,0,0
"1788","Canada",22,1988,9.39,9.39
"1789","Saint Kitts and Nevis",24,1988,4.26,4.26
"1790","Serbia",24,1988,0,0
"1791","Guyana",25,1988,10.35,10.35
"1792","Peru",25,1988,5.54,5.54
"1793","Austria",1,1987,13.5,13.5
"1794","Croatia",1,1987,13.51,13.51
"1795","Estonia",1,1987,0,0
"1796","France",1,1987,15.9,15.9
"1797","Hungary",1,1987,15.7,15.7
"1798","Ireland",1,1987,10.99,10.99
"1799","Portugal",1,1987,12.35,12.35
"1800","Republic of Moldova",1,1987,0,0
"1801","Slovenia",1,1987,16.64,16.64
"1802","Belarus",2,1987,5.71,5.71
"1803","Cook Islands",2,1987,0,0
"1804","Czechia",2,1987,13.2,13.2
"1805","Italy",2,1987,11.76,11.76
"1806","Lithuania",2,1987,6.22,6.22
"1807","Luxembourg",2,1987,15.23,15.23
"1808","Spain",2,1987,14.41,14.41
"1809","United States of America",2,1987,9.61,9.61
"1810","Belgium",3,1987,13.16,13.16
"1811","Saint Lucia",3,1987,10.03,10.03
"1812","Argentina",4,1987,12.76,12.76
"1813","Bahamas",4,1987,14.17,14.17
"1814","Germany",4,1987,14.82,14.82
"1815","Bulgaria",5,1987,10.91,10.91
"1816","Romania",5,1987,10.29,10.29
"1817","Gabon",6,1987,11.4,11.4
"1818","Republic of Korea",6,1987,10.18,10.18
"1819","Slovakia",6,1987,13.24,13.24
"1820","Switzerland",6,1987,14.02,14.02
"1821","Bosnia and Herzegovina",7,1987,0,0
"1822","Cyprus",7,1987,8.88,8.88
"1823","Rwanda",7,1987,6.49,6.49
"1824","Seychelles",7,1987,3.28,3.28
"1825","Latvia",8,1987,5.75,5.75
"1826","Uganda",8,1987,7.52,7.52
"1827","Chile",9,1987,9.49,9.49
"1828","Russian Federation",10,1987,4.59,4.59
"1829","Andorra",11,1987,0,0
"1830","Australia",11,1987,12.45,12.45
"1831","Equatorial Guinea",11,1987,2.4,2.4
"1832","Poland",11,1987,9.41,9.41
"1833","Denmark",12,1987,11.74,11.74
"1834","Uruguay",12,1987,7.64,7.64
"1835","New Zealand",13,1987,12.27,12.27
"1836","United Arab Emirates",13,1987,5.37,5.37
"1837","Greece",14,1987,9.82,9.82
"1838","Kazakhstan",14,1987,0,0
"1839","Niue",14,1987,0,0
"1840","Paraguay",14,1987,7.35,7.35
"1841","Zambia",16,1987,3.22,3.22
"1842","United Kingdom of Great Britain and Northern Ireland",17,1987,9.53,9.53
"1843","Nigeria",18,1987,7.32,7.32
"1844","South Africa",18,1987,8.97,8.97
"1845","Haiti",19,1987,5.11,5.11
"1846","Sao Tome and Principe",19,1987,1.9,1.9
"1847","Burundi",20,1987,8.22,8.22
"1848","Eswatini",20,1987,3.47,3.47
"1849","Netherlands",20,1987,10.2,10.2
"1850","Dominica",21,1987,0,0
"1851","Grenada",21,1987,0,0
"1852","Canada",22,1987,9.28,9.28
"1853","Saint Kitts and Nevis",24,1987,3.17,3.17
"1854","Serbia",24,1987,0,0
"1855","Guyana",25,1987,7.6,7.6
"1856","Peru",25,1987,6.69,6.69
"1857","Austria",1,1986,13.6,13.6
"1858","Croatia",1,1986,0,0
"1859","Estonia",1,1986,0,0
"1860","France",1,1986,16.13,16.13
"1861","Hungary",1,1986,16.67,16.67
"1862","Ireland",1,1986,11.23,11.23
"1863","Portugal",1,1986,13.49,13.49
"1864","Republic of Moldova",1,1986,0,0
"1865","Slovenia",1,1986,18.13,18.13
"1866","Belarus",2,1986,7.57,7.57
"1867","Cook Islands",2,1986,0,0
"1868","Czechia",2,1986,13.01,13.01
"1869","Italy",2,1986,12.37,12.37
"1870","Lithuania",2,1986,8.04,8.04
"1871","Luxembourg",2,1986,15.3,15.3
"1872","Spain",2,1986,14.37,14.37
"1873","United States of America",2,1986,9.73,9.73
"1874","Belgium",3,1986,12.72,12.72
"1875","Saint Lucia",3,1986,9.66,9.66
"1876","Argentina",4,1986,12.89,12.89
"1877","Bahamas",4,1986,14.13,14.13
